CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;1;95;;;;50000;49907887.38
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;108;1;;;;20339;16495242.07
11.664.201/0001-00;2023-06-30;1;FII;EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INV;41076380000125;;;;;;1000000;8750000
11.664.201/0001-00;2023-06-30;1;CRI/CRA;BRAZILIAN SECURITIES CIA SECURITIZACAO;3767538000114;1;156;;;;29;2988962.53
11.664.201/0001-00;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;316;;;;49985;38464606.93
11.664.201/0001-00;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;212;;;;3253;2866126.02
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;206;;;;7345;6565406.73
11.664.201/0001-00;2023-06-30;1;CRI/CRA;VIRGO COMPANHIA DE SECURITIZACAO;8769451000108;4;214;;;;1846;1063803.7
11.728.688/0001-47;2023-03-31;1;FII;SUCCESPAR VAREJO FII;27538422000171;;;;;;319914;37209759.29
11.728.688/0001-47;2023-03-31;1;FII;GTIS BRAZIL LOGISTICS FUNDO DE INVESTIME;36200677000110;;;;;;1020000;96910200
11.728.688/0001-47;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;91;1;;;;90000;91216238.65
11.728.688/0001-47;2023-03-31;1;FII;FII INDUSTRIAL BRASIL;14217108000145;;;;;;108543;47130456.03
11.728.688/0001-47;2023-03-31;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;26609050000164;17;1;;;;38;38556.97
11.728.688/0001-47;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;132;;;;26;18291528.31
11.728.688/0001-47;2023-03-31;1;Ações de Sociedades;LC REAL ESTATE I S.A;38252361000106;;;;;;174239352.68;175128863.57
11.728.688/0001-47;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;48;;;;1677;1656906.02
11.728.688/0001-47;2023-03-31;1;FII;PATRIA LOGISTICA FII;35754164000199;;;;;;189691;12045378.5
11.728.688/0001-47;2023-03-31;1;FII;HSI LOGÍSTICA FII;32903621000171;;;;;;76072;5763214.72
11.728.688/0001-47;2023-03-31;1;FII;Kinea High Yield CRI -FII;30130708000128;;;;;;70000;6902000
11.728.688/0001-47;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;163;;;;8397;8233262.84
11.728.688/0001-47;2023-03-31;1;FII;PANORAMA DESENVOLVIMENTO LOGÍSTICO FII;37899400000190;;;;;;17329;15494589.01
11.728.688/0001-47;2023-03-31;1;FII;XP INDUSTRIAL FII;28516325000140;;;;;;733697;50426994.81
11.728.688/0001-47;2023-03-31;1;FII;SDI Logistica Rio Fundo Invest Imobiliario FII;16671412000193;;;;;;228494;20335966
11.728.688/0001-47;2023-03-31;1;FII;FATOR VERITA - FII FATOR VR;11664201000100;;;;;;56926;4864895.96
11.728.688/0001-47;2023-03-31;1;Ações de Sociedades;LC REAL ESTATE II S.A;38252491000130;;;;;;40927967.77;41014083.53
11.728.688/0001-47;2023-03-31;1;Ações de Sociedades;REC844 EMPREENDIMENTOS E PARTICIPAÇÕES SA;6349242000171;;;;;;841510;999.99
11.728.688/0001-47;2023-03-31;1;FII;XP LOG FII;26502794000185;;;;;;272473;25716001.74
11.728.688/0001-47;2023-03-31;1;CRI/CRA;TRUE SECURITIZADORA S.A.;12130744000100;1;447;;;;10000;11167557.1
11.728.688/0001-47;2023-03-31;1;Ações de Sociedades;REC RIBEIRAO PRETO SA;12403928000104;;;;;;66205355;999.99
11.728.688/0001-47;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;24;1;;;;25000;24252389
11.728.688/0001-47;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;64;1;;;;7066;6800616.51
11.728.688/0001-47;2023-03-31;1;FII;HEDGE LOGISTICA FII;27486542000172;;;;;;228193;19259489.2
11.728.688/0001-47;2023-03-31;1;FII;BTG PACTUAL LOGÍSTICA FII;11839593000109;;;;;;228142;21557137.58
11.728.688/0001-47;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;54;1;;;;1793;1269543.29
11.728.688/0001-47;2023-03-31;1;FII;RBR LOG FII;35705463000133;;;;;;130025;9118653.25
11.728.688/0001-47;2023-03-31;1;FII;Bresco Logistica Fundo de Investimento Imo;20748515000181;;;;;;176097;16417523.31
11.728.688/0001-47;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;8;4;;;;21000;22473589.7
11.728.688/0001-47;2023-03-31;1;FII;WHG REAL ESTATE FI IMOBILIÁRIO FII;41256643000188;;;;;;95878;814963
11.728.688/0001-47;2023-03-31;1;LCI/LCA;CAIXA ECONOMICA FEDERAL;360305000104;;;;;2024-11-04;15;157891505.95
11.728.688/0001-47;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;163;;;;5893;5789351
11.728.688/0001-47;2023-03-31;1;FII;LOGCP INTER FII;34598181000111;;;;;;335896;24258409.12
11.728.688/0001-47;2023-03-31;1;LCI/LCA;BANCO ABC BRASIL S.A.;28195667000106;;;;;2023-07-06;40000;44169416.29
11.728.688/0001-47;2023-03-31;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;471;;;;13944;14919641.35
11.728.688/0001-47;2023-06-30;1;FII;SUCCESPAR VAREJO FII;27538422000171;;;;;;319914;37239462.07
11.728.688/0001-47;2023-06-30;1;Ações de Sociedades;REC RIBEIRAO PRETO SA;12403928000104;;;;;;66205355;999.99
11.728.688/0001-47;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;54;1;;;;1793;1285320.54
11.728.688/0001-47;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;163;;;;8397;8117777.44
11.728.688/0001-47;2023-06-30;1;Ações de Sociedades;LC REAL ESTATE II S.A;38252491000130;;;;;;43422717.77;43514083.96
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;33;3;;;;5975;5973628.68
11.728.688/0001-47;2023-06-30;1;FII;WHG REAL ESTATE FI IMOBILIÁRIO FII;41256643000188;;;;;;95878;884953.94
11.728.688/0001-47;2023-06-30;1;FII;BTG PACTUAL LOGÍSTICA FII;11839593000109;;;;;;228142;23416494.88
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;471;;;;13944;15262155.77
11.728.688/0001-47;2023-06-30;1;FII;HSI LOGÍSTICA FII;32903621000171;;;;;;58757;5580152.29
11.728.688/0001-47;2023-06-30;1;LCI/LCA;BANCO ABC BRASIL S.A.;28195667000106;;;;;2023-07-06;20000;20000000
11.728.688/0001-47;2023-06-30;1;FII;PATRIA LOGISTICA FII;35754164000199;;;;;;189691;14346330.33
11.728.688/0001-47;2023-06-30;1;FII;PANORAMA DESENVOLVIMENTO LOGÍSTICO FII;37899400000190;;;;;;21471;21588924.49
11.728.688/0001-47;2023-06-30;1;FII;FII TELLUS RIO BRAVO RENDA LOGISTICA - FII;16671412000193;;;;;;228494;22163918
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;24;1;;;;25000;24977464.52
11.728.688/0001-47;2023-06-30;1;FII;RBR LOG FII;35705463000133;;;;;;130025;12169039.75
11.728.688/0001-47;2023-06-30;1;FII;FATOR VERITA - FII FATOR VR;11664201000100;;;;;;56926;5230930.14
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;48;;;;1677;1689582.55
11.728.688/0001-47;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;121307440000100;1;447;;;;10000;11492902.49
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;1;132;;;;26;18873545.92
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;64;1;;;;7066;6932209.1
11.728.688/0001-47;2023-06-30;1;CRI/CRA;TRUE SECURITIZADORA S.A.;121307440000100;91;1;;;;90000;94227914.33
11.728.688/0001-47;2023-06-30;1;FII;FII INDUSTRIAL BRASIL;14217108000145;;;;;;108543;55356930
11.728.688/0001-47;2023-06-30;1;CRI/CRA;OPEA SECURITIZADORA S.A.;2773542000122;8;4;;;;21000;22994697.41
11.728.688/0001-47;2023-06-30;1;FII;HEDGE LOGISTICA FII;27486542000172;;;;;;228193;21860889.4
11.728.688/0001-47;2023-06-30;1;FII;GTIS BRAZIL LOGISTICS FII;36200677000110;;;;;;1020000;99225600
11.728.688/0001-47;2023-06-30;1;FII;LOGCP INTER FII;34598181000111;;;;;;335896;29646180.96
11.728.688/0001-47;2023-06-30;1;FII;XP LOG FII;26502794000185;;;;;;272473;31113691.87
11.728.688/0001-47;2023-06-30;1;CRI/CRA;TRAVESSIA SECURITIZADORA S.A.;2660905000164;17;1;;;;38;38536.2
11.728.688/0001-47;2023-06-30;1;LCI/LCA;CAIXA ECONOMICA FEDERAL;360305000104;;;;;2024-11-04;15;162807950.98
11.728.688/0001-47;2023-06-30;1;Ações de Sociedades;REC844 EMPREENDIMENTOS E PARTICIPAÇÕES SA;6349242000171;;;;;;841510;999.99
11.728.688/0001-47;2023-06-30;1;FII;KINEA HIGH YIELD CRI FII;30130708000128;;;;;;70000;6958000
11.728.688/0001-47;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;9304427000158;1;163;;;;5893;5737851.99
11.728.688/0001-47;2023-06-30;1;FII;XP INDUSTRIAL FII;28516325000140;;;;;;733697;58952553.95
11.728.688/0001-47;2023-06-30;1;FII;BRESCO LOGÍSTICA FII;20748515000181;;;;;;168372;19627124.04
11.769.604/0001-13;2023-03-31;1;Outras Cotas de FI;BERLIM FI RF LP CP IE;26261403000188;;;;;;0.0153927;19.44
11.769.604/0001-13;2023-03-31;1;Outras Cotas de FI;MAM ZC TESOURO SELIC FI RF DI SOBERANO;41019748000113;;;;;;499415.91924317;600869.72
11.769.604/0001-13;2023-03-31;1;Outras Cotas de FI;ITAÚ SOBERANO REF DI LP FI;24552905000132;;;;;;52253.08791;3086445.48
11.769.604/0001-13;2023-06-30;1;Outras Cotas de FI;MAM ZC TESOURO SELIC FI RF DI SOBERANO;41019748000113;;;;;;485432.54574598;608873.28
11.769.604/0001-13;2023-06-30;1;Outras Cotas de FI;BERLIM FI RF LP CP IE;26261403000188;;;;;;0.01522269;20.18
11.769.604/0001-13;2023-06-30;1;Outras Cotas de FI;ITAÚ SOBERANO REF DI LP FI;24552905000132;;;;;;51530.1240284;3172548.55
11.827.568/0001-05;2023-03-31;1;FII;VGIR11;29852732000191;;;;;;4000;37200
11.827.568/0001-05;2023-03-31;1;Outras Cotas de FI;CARDINAL ATIVO FI RENDA FIXA;37240631000198;;;;;;25815755.6482991;30784095.92
11.827.568/0001-05;2023-03-31;1;FII;RECR11;28152272000126;;;;;;1000;77250
11.827.568/0001-05;2023-03-31;1;FII;KNSC11;35864448000138;;;;;;1000;86230
11.827.568/0001-05;2023-03-31;1;FII;BTLG11;11839593000109;;;;;;1000;94490
11.827.568/0001-05;2023-03-31;1;FII;RBRP11;21408063000151;;;;;;241;10584.72
11.827.568/0001-05;2023-03-31;1;FII;HGLG11;11728688000147;;;;;;537;86172.39
11.827.568/0001-05;2023-03-31;1;FII;CPTS11;18979895000113;;;;;;1000;75870
11.827.568/0001-05;2023-03-31;1;FII;PORD11;17156502000109;;;;;;1000;84200
11.827.568/0001-05;2023-06-30;1;FII;VGIR11;29852732000191;;;;;;4000;38040
11.827.568/0001-05;2023-06-30;1;Outras Cotas de FI;CARDINAL ATIVO FI RENDA FIXA;37240631000198;;;;;;21442770.55;26357777.35
11.827.568/0001-05;2023-06-30;1;FII;RBRP11;21408063000151;;;;;;241;14096.09
11.827.568/0001-05;2023-06-30;1;FII;CPTS11;18979895000113;;;;;;1000;85240
11.827.568/0001-05;2023-06-30;1;FII;PORD11;17156502000109;;;;;;1000;89720
11.827.568/0001-05;2023-06-30;1;FII;RECR11;28152272000126;;;;;;1000;89290
11.827.568/0001-05;2023-06-30;1;FII;HGLG11;11728688000147;;;;;;537;89802.51
11.827.568/0001-05;2023-06-30;1;Outras Cotas de FI;CARDINAL ABSOLUTO;46300565000195;;;;;;4749828.94;5006092.19
11.827.568/0001-05;2023-06-30;1;FII;BTLG11;11839593000109;;;;;;1000;102640
11.827.568/0001-05;2023-06-30;1;FII;KNSC11;35864448000138;;;;;;1000;89010
11.827.568/0001-05;2023-09-29;1;Outras Cotas de FI;CARDINAL ABSOLUTO;46300565000195;;;;;;5222330.49151778;5665288.05
11.827.568/0001-05;2023-09-29;1;FII;HGLG11;11728688000147;;;;;;537;86714.76
11.827.568/0001-05;2023-09-29;1;FII;RBRP11;21408063000151;;;;;;241;13469.49
11.827.568/0001-05;2023-09-29;1;FII;BTLG11;11839593000109;;;;;;1281;130021.5
11.827.568/0001-05;2023-09-29;1;FII;HGRE11;9072017000129;;;;;;1000;135880
11.827.568/0001-05;2023-09-29;1;FII;RECR11;28152272000126;;;;;;1000;87250
11.827.568/0001-05;2023-09-29;1;FII;KNIP11;24960430000113;;;;;;500;46950
11.827.568/0001-05;2023-09-29;1;FII;KNSC11;35864448000138;;;;;;1000;91940
11.827.568/0001-05;2023-09-29;1;Outras Cotas de FI;CARDINAL ATIVO FI RENDA FIXA;37240631000198;;;;;;20937109.840034;26529939.49
11.827.568/0001-05;2023-09-29;1;FII;PORD11;17156502000109;;;;;;1000;91000
11.827.568/0001-05;2023-09-29;1;FII;CPTS11;18979895000113;;;;;;20000;174400
11.839.593/0001-09;2023-03-31;1;Outras Cotas de FI;ITAU RENDA FIXA REFERENCIADO DI VIP FUNDO DE INVES;05073650000180;;;;;;352259.94;6562826.23
11.839.593/0001-09;2023-03-31;1;FII;SUNO LOG FUNDO DE INVESTIMENTO IMOBILIARIO;40041711000129;;;;;;64000;2410880
11.839.593/0001-09;2023-03-31;1;Ações de Sociedades;GP28 EMPREENDIMENTOS SA;18115897/0001-64;;;;;;75394634;1000
11.839.593/0001-09;2023-03-31;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;09215250000113;;;;;;267361.68;991767.08
11.839.593/0001-09;2023-03-31;1;FII;VALORA CRI INDICE DE PRECO FII - FII;34197811000146;;;;;;2000;159380
11.839.593/0001-09;2023-03-31;1;Outras Cotas de FI;BTG PACTUAL YIELD DI FI RF REF CP;00840011000180;;;;;;1505926.27;57453072.08
11.839.593/0001-09;2023-03-31;1;Ações de Sociedades;GP20 EMPREENDIMENTOS SA;14023333/0001-40;;;;;;70409024;1000
11.839.593/0001-09;2023-03-31;1;Ações de Sociedades;REC BETIM EMPREENDIMENTOS E PARTICIPAÇÕES SA;24303390/0001-37;;;;;;102025950;1000
11.839.593/0001-09;2023-03-31;1;Ações de Sociedades;GP23 EMPREENDIMENTOS SA;14023158/0001-91;;;;;;46583657;1000
11.839.593/0001-09;2023-03-31;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;186;;;;7250;3627785.04
11.839.593/0001-09;2023-03-31;1;FII;KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII;24960430000113;;;;;;370055;33982150.65
11.839.593/0001-09;2023-03-31;1;FII;PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIARI;12978943000172;;;;;;1150690;58685190
11.839.593/0001-09;2023-06-30;1;CRI/CRA;HABITASEC SECURITIZADORA S.A.;09304427000158;1;186;;;;7250;3059669.93
11.839.593/0001-09;2023-06-30;1;FII;SUNO LOG FII;40041711000129;;;;;;64000;2256000
11.839.593/0001-09;2023-06-30;1;FII;KINEA INDICES DE PRECOS FII - FII;24960430000113;;;;;;370055;34674153.5
11.839.593/0001-09;2023-06-30;1;FII;VALORA CRI INDICE DE PRECO FII - FII;34197811000146;;;;;;2000;180000
11.839.593/0001-09;2023-06-30;1;Outras Cotas de FI;BTG PACTUAL YIELD DI RENDA FIXA REFERENCIADO CREDITO PRIVADO;00840011000180;;;;;;2021992.25;79887285.75
11.839.593/0001-09;2023-06-30;1;Outras Cotas de FI;ITAU RENDA FIXA REFERENCIADO DI VIP FUNDOS DE INVESTIMENTO;05073650000180;;;;;;352259.94;2787719.31
11.839.593/0001-09;2023-06-30;1;Ações de Sociedades;REC BETIM EMPREENDIMENTOS E PARTICIPAÇÕES SA;24303390/0001-37;;;;;;102025950;1000
11.839.593/0001-09;2023-06-30;1;Ações de Sociedades;GP20 EMPREENDIMENTOS SA;14023333/0001-40;;;;;;70409024;1000
11.839.593/0001-09;2023-06-30;1;Ações de Sociedades;GP28 EMPREENDIMENTOS SA;18115897/0001-64;;;;;;75394634;1000
11.839.593/0001-09;2023-06-30;1;FII;PARQUE ANHANGUERA FII;12978943000172;;;;;;1150690;63863295
11.839.593/0001-09;2023-06-30;1;Ações de Sociedades;GP23 EMPREENDIMENTOS SA;14023158/0001-91;;;;;;46583657;1000
11.839.593/0001-09;2023-06-30;1;Outras Cotas de FI;BTG PACTUAL TESOURO SELIC RENDA FIXA REFERENCIADO DI;09215250000113;;;;;;264931.91;1017296.52
11.945.604/0001-27;2023-03-31;1;Ações de Sociedades;RB CAP DES RS II S.A.;9450509000100;;;;;;61723557;0.02
11.945.604/0001-27;2023-06-30;1;Ações de Sociedades;RB CAP DES RS II S.A.;9450509000100;;;;;;61723557;0.02
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1470;1206903.24
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8317;6282397.58
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2578;2116596.3
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;6875;5193156.59
12.005.956/0001-65;2023-03-31;1;Ações de Sociedades;N.L.P.S.P.E. EMPREENDIMENTOS E PARTICIPA;33679741000108;;;;;;3092187;-1336094.45
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8504;6423651.44
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2728;2239749.69
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;4271;3226177.72
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;6770;5558323.1
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8679;6555840.88
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2454;2014789.5
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;9441;7131431.48
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1752;1438431.62
12.005.956/0001-65;2023-03-31;1;Ações de Sociedades;ITAQUAQ INVEST IMOBIL E PARTICIPACOES SA;16657308000144;;;;;;140000;140000
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1382;1134653.25
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1445;1186377.68
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1276;1047624.86
12.005.956/0001-65;2023-03-31;1;Cotas de Sociedades;RT 105 EMPREENDIMENTOS E PARTICIPACOES L;41584555000105;;;;;;22000100;21222486.43
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;12240;9245707.16
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;367;277220.14
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;9473;7155603.26
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;5218;3941511.43
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;920;694938.77
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;9327;7045319.5
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1124;922829.42
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;10490;7923812.75
12.005.956/0001-65;2023-03-31;1;Ações de Sociedades;ITAQUAQ INVEST IMOBIL E PARTICIPACOES SA;16657308000144;;;;;;7992552;107735.42
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;3765;3091150.14
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;953;782434.55
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1263;1036951.56
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;3582;2940903
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8497;6418363.86
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;13802;10425592.33
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;784;643681.73
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;10031;7577098.73
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1334;1095244.17
12.005.956/0001-65;2023-03-31;1;Cotas de Sociedades;ATRIUM FARIA LIMA D IMOB LTDA;9077756000103;;;;;;671190;671190
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;1214;917017.03
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1166;957312.37
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;63752;52341833.71
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;4419;3337972.22
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;3525;2894104.72
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;37179;30524799.78
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2884;2367829.22
12.005.956/0001-65;2023-03-31;1;LCI/LCA;CAIXA ECONOMICA FEDERAL - CEF;360305000104;;;;;2024-03-01;5;25266716.01
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1175;964701.57
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;9434;7126143.9
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8481;6406277.97
12.005.956/0001-65;2023-03-31;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2484;2039420.17
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;6770;6294508.69
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;3525;3277421.44
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;1214;973479.29
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;9434;7564912.4
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;3337;3102625.63
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8504;6819166.32
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1166;1084105.93
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;4271;3424818.83
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2728;2536398.78
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8317;6669215.22
12.005.956/0001-65;2023-06-30;1;Ações de Sociedades;N.L.P.S.P.E. EMPREENDIMENTOS E PARTICIPA;33679741000108;;;;;;3092187;-1255252.95
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;13802;11067513.34
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;10031;8043633.27
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;953;886065.99
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;2884;2681442.11
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;3582;3330418.04
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;12240;9814980.68
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;1263;1174293.13
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;9;1;;;;8481;6800723.13
12.005.956/0001-65;2023-06-30;1;CRI/CRA;VERT COMPANHIA SECURITIZADORA;25005683000109;43;1;;;;784;728935.72
